target,model,finger_print_method,optimized_for,metric,metric_type,metric_value,n_samples,n_correct,n_incorrect,parameters,resampling
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,val,0.7653383781300808,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,val,0.8739652292649622,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,val,0.6292163624453699,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,accuracy,train,0.9279494382022472,7120.0,6607.0,513.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,f1_weighted,train,0.9279426708878318,7120.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,train,0.9279426708878318,7120.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,train,0.9795635020830703,7120.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,train,0.9766598948167161,7120.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,n,train,7120.0,7120.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,accuracy,test,0.8754813863928113,779.0,682.0,97.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,f1_weighted,test,0.8823007334329922,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,test,0.7442677433438136,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,test,0.8818631039531478,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,test,0.5371179842813063,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,XGBoost,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
SR-MMP,DecisionTree,pubchem,f1_weighted,selection,val,0.4798070514341229,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,n,val,1553.0,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,val,0.9549259497746296,1553.0,1482.9999999999998,70.00000000000023,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,val,0.9454763314869528,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,val,0.7666085567559212,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,val,0.7192982456140351,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,val,0.4798070514341229,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,train,0.7015993265993266,2376.0,1667.0,709.0,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,train,0.7090486014623946,2376.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,train,0.684769483390173,2376.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,train,0.75311471724824,2376.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,train,0.5470844841068951,2376.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,n,train,2376.0,2376.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,test,0.7381258023106547,779.0,575.0,204.0,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,test,0.77958762836909,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,test,0.6194686027355274,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,test,0.7701546486090776,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,test,0.25696612220962,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 50}",random_under
SR-MMP,DecisionTree,pubchem,f1_weighted,selection,val,0.4776811127231292,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,n,val,1553.0,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,val,0.9407598197037992,1553.0,1461.0000000000002,91.99999999999977,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,val,0.9298451128766634,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,val,0.7038765730961185,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,val,0.8006991941284761,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,val,0.4776811127231292,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,train,0.7509831460674158,7120.0,5347.0,1773.0,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,train,0.7509310225038218,7120.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,train,0.7509310225038217,7120.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,train,0.8066883916172201,7120.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,train,0.7672957642167227,7120.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,n,train,7120.0,7120.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,test,0.8074454428754814,779.0,629.0,150.0,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,test,0.8279682182451932,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,test,0.6558700876448968,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,test,0.8124466203025865,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,test,0.3618035168957054,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,DecisionTree,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smote
SR-MMP,XGBoost,pubchem,f1_weighted,selection,val,0.4273672271753426,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,n,val,1553.0,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,accuracy,val,0.9381841596909208,1553.0,1457.0,96.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_weighted,val,0.9272920373822189,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,val,0.694516842881731,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,val,0.8096875266693487,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,val,0.4273672271753426,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,accuracy,train,0.9288942452545947,6638.0,6166.0,472.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_weighted,train,0.9289569989920263,6638.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,train,0.9286604568210257,6638.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,train,0.9780631940337735,6638.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,train,0.9701941325259542,6638.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,n,train,6638.0,6638.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,accuracy,test,0.8677792041078306,779.0,676.0,103.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_weighted,test,0.8708248513649254,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,f1_macro,test,0.7082980386454111,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,roc_auc,test,0.8244799292337726,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,pr_auc,test,0.47361085679913467,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,XGBoost,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",smoteenn
SR-MMP,DecisionTree,pubchem,f1_weighted,selection,val,0.388760272620601,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,n,val,1553.0,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,val,0.9401159047005796,1553.0,1460.0,93.0,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,val,0.9293248836515392,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,val,0.7023708695248988,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,val,0.7495275715348134,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,val,0.388760272620601,1553.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,train,0.7889044943820225,7120.0,5617.0,1503.0,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,train,0.788739463757422,7120.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,train,0.7887394637574221,7120.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,train,0.8631680422295165,7120.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,train,0.8408067685641254,7120.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,n,train,7120.0,7120.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,test,0.8023106546854942,779.0,625.0,154.0,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,test,0.8252336484816827,779.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,test,0.6570361815021499,779.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,test,0.7561157881893608,779.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,test,0.3711054682658729,779.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 50}",smoten
SR-MMP,DecisionTree,pubchem,f1_weighted,selection,val,0.3846473010994975,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,n,val,1553.0,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,val,0.9446233097231166,1553.0,1467.0,86.0,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,val,0.935723674697732,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,val,0.7324130469626543,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,val,0.7442333247991417,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,val,0.3846473010994975,1553.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,train,0.8060813832165747,6709.0,5408.0,1301.0,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,train,0.8062630892194023,6709.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,train,0.805915734953532,6709.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,train,0.8744117982880244,6709.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,train,0.8140715971854514,6709.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,n,train,6709.0,6709.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,accuracy,test,0.8125802310654685,779.0,633.0,146.0,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_weighted,test,0.8314013791362749,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,f1_macro,test,0.6587761616743472,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,roc_auc,test,0.7571071254270376,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,pr_auc,test,0.3104076554385134,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,DecisionTree,pubchem,f1_weighted,n,test,779.0,779.0,,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 10}",smoten_enn
SR-MMP,XGBoost,rdkit,f1_weighted,selection,val,0.5743115099062047,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,n,val,1553.0,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,accuracy,val,0.952994204764971,1553.0,1480.0,73.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,f1_weighted,val,0.9425064981878333,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,f1_macro,val,0.7521474404521158,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,roc_auc,val,0.8434981651487997,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
SR-MMP,XGBoost,rdkit,f1_weighted,pr_auc,val,0.5743115099062047,1553.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 8, 'subsample': 0.8}",none
