target,model,finger_print_method,optimized_for,metric,metric_type,metric_value,n_samples,n_correct,n_incorrect,parameters,resampling
NR-Aromatase,LogisticRegression,map4,f1_weighted,n,train,8214.0,8214.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,accuracy,test,0.9231805929919138,742.0,685.0,57.0,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_weighted,test,0.886305124315993,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_macro,test,0.4800280308339173,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,roc_auc,test,0.5,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,pr_auc,test,0.0768194070080862,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,n,test,742.0,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,map4,f1_weighted,selection,val,0.0252206809583858,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,n,val,1586.0,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,accuracy,val,0.974779319041614,1586.0,1545.9999999999998,40.00000000000023,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_weighted,val,0.9623300301649652,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_macro,val,0.4936143039591315,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,roc_auc,val,0.5,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,pr_auc,val,0.0252206809583858,1586.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,accuracy,train,0.5064742878283389,8109.0,4107.0,4002.0,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_weighted,train,0.3405517190751453,8109.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_macro,train,0.3361984282907662,8109.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,roc_auc,train,0.5,8109.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,pr_auc,train,0.4935257121716611,8109.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,n,train,8109.0,8109.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,accuracy,test,0.9231805929919138,742.0,685.0,57.0,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_weighted,test,0.886305124315993,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,f1_macro,test,0.4800280308339173,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,roc_auc,test,0.5,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,pr_auc,test,0.0768194070080862,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,map4,f1_weighted,n,test,742.0,742.0,,,"{'C': 0.001, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,selection,val,0.2751025924550604,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,accuracy,val,0.978562421185372,1586.0,1552.0,34.0,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_weighted,val,0.9728869596145764,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_macro,val,0.6676282051282052,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,roc_auc,val,0.7297703751617077,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,pr_auc,val,0.2751025924550604,1586.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,accuracy,train,0.9926470588235294,4352.0,4320.0,32.0,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_weighted,train,0.992858057565415,4352.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_macro,train,0.9673931469041004,4352.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,roc_auc,train,0.9972346864238756,4352.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,pr_auc,train,0.8964441175032909,4352.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,n,train,4352.0,4352.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,accuracy,test,0.9231805929919138,742.0,685.0,57.0,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_weighted,test,0.8934655561267169,742.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,f1_macro,test,0.527562749237626,742.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,roc_auc,test,0.6025611473940324,742.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,pr_auc,test,0.1745039378885241,742.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,BalancedRandomForest,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",none
NR-Aromatase,XGBoost,mhfp,f1_weighted,selection,val,0.29781993880232227,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,accuracy,val,0.9779319041614124,1586.0,1551.0,35.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_weighted,val,0.9717601688185752,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_macro,val,0.6512555679112402,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,roc_auc,val,0.7295601552393273,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,pr_auc,val,0.29781993880232227,1586.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,accuracy,train,0.9973216459702946,8214.0,8192.0,22.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_weighted,train,0.997321626756769,8214.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_macro,train,0.997321626756769,8214.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,roc_auc,train,0.9988610014472252,8214.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,pr_auc,train,0.9980027658632753,8214.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,n,train,8214.0,8214.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,accuracy,test,0.9177897574123989,742.0,681.0,61.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_weighted,test,0.8941460054374774,742.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,f1_macro,test,0.5488372556642046,742.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,roc_auc,test,0.6487898578563196,742.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,pr_auc,test,0.19900393144549183,742.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,XGBoost,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",random_over
NR-Aromatase,RandomForest,mhfp,f1_weighted,selection,val,0.2672248598768503,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,accuracy,val,0.9779319041614124,1586.0,1551.0,35.0,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_weighted,val,0.9724063029778268,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_macro,val,0.6642005480711646,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,roc_auc,val,0.7191946959896508,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,pr_auc,val,0.2672248598768503,1586.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,accuracy,train,0.9918367346938776,735.0,729.0,6.0,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_weighted,train,0.9918449797994912,735.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_macro,train,0.9908349543618136,735.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,roc_auc,train,0.9974219075385256,735.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,pr_auc,train,0.9868416661386864,735.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,n,train,735.0,735.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,accuracy,test,0.9204851752021564,742.0,683.0000000000001,58.999999999999886,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_weighted,test,0.8939143474421044,742.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,f1_macro,test,0.5388828616269394,742.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,roc_auc,test,0.6207196824177231,742.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,pr_auc,test,0.1803696202471672,742.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,RandomForest,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",random_under
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,selection,val,0.2419396715506976,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,val,0.971626733921816,1586.0,1541.0000000000002,44.99999999999977,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,val,0.9672945894707914,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,val,0.6239151398264223,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,val,0.8085866752910738,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,val,0.2419396715506976,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,train,0.9817384952520088,8214.0,8064.000000000001,149.9999999999991,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,train,0.9817347257774682,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,train,0.9817347257774682,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,train,0.9988575332286465,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,train,0.9989119910351204,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,train,8214.0,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,test,0.921832884097035,742.0,684.0,58.0,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,test,0.8947314760445132,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,test,0.5401547206906868,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,test,0.6566013574081189,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,test,0.169551277529952,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smote
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,selection,val,0.2900470286262925,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,val,0.9728877679697352,1586.0,1543.0,43.0,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,val,0.9681541579880046,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,val,0.6286866992981864,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,val,0.7939683053040105,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,val,0.2900470286262925,1586.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,train,0.99951171875,8192.0,8188.0,4.0,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,train,0.9995117192738716,8192.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,train,0.9995117163925784,8192.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,train,0.9999535080417676,8192.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,train,0.9999477168756654,8192.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,train,8192.0,8192.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,test,0.9245283018867924,742.0,685.9999999999999,56.000000000000114,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,test,0.8963758968907787,742.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,test,0.5427816901408451,742.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,test,0.6294275835574337,742.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,test,0.1892652354770476,742.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'C': 0.1, 'l1_ratio': 0.0}",smoteenn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,selection,val,0.2478364562034181,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,val,0.9766708701134932,1586.0,1549.0000000000002,36.99999999999977,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,val,0.9708295202908456,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,val,0.6450120079609454,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,val,0.7824062095730918,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,val,0.2478364562034181,1586.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,train,0.9834429023618212,8214.0,8077.999999999999,136.0000000000009,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,train,0.983440144586543,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,train,0.9834401445865432,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,train,0.9987171741263304,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,train,0.998847955672038,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,train,8214.0,8214.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,test,0.9177897574123988,742.0,680.9999999999999,61.000000000000114,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,test,0.8903182236265824,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,test,0.5232517721905645,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,roc_auc,test,0.6643616340120375,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,pr_auc,test,0.1635947250473522,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,test,742.0,742.0,,,"{'C': 0.1, 'l1_ratio': 1.0}",smoten
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,selection,val,0.249291534293283,1586.0,,,"{'C': 1, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,n,val,1586.0,1586.0,,,"{'C': 1, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,accuracy,val,0.9722572509457756,1586.0,1542.0000000000002,43.99999999999977,"{'C': 1, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_weighted,val,0.9677226070879408,1586.0,,,"{'C': 1, 'l1_ratio': 1.0}",smoten_enn
NR-Aromatase,LogisticRegression,mhfp,f1_weighted,f1_macro,val,0.6262639245929734,1586.0,,,"{'C': 1, 'l1_ratio': 1.0}",smoten_enn
